,idx,title,ingredients,directions,#actions
308174,308174,Lithuania Kugelis,"[""3 to 4 large red potatoes"", ""1 small container sour cream"", ""1 lb. regular bacon"", ""1/2 yellow onion"", ""1 small can evaporated milk"", ""4 large eggs"", ""garlic powder"", ""salt and pepper"", ""sweet basil"", ""1/2 stick butter""]","[""Place 1/2 stick of butter in frying pan."", ""Cut up bacon and onion into small pieces."", ""Cook in butter until translucent."", ""Peel and cut 1 potato into small pieces; set aside."", ""Peel and cut remaining potatoes."", ""Place in large mixing bowl."", ""In blender, crack eggs, turn on and off one time quickly."", ""Add the 1 potato that was set aside and turn on and off quickly."", ""To blender, add salt and pepper and garlic powder to taste, then more potatoes, salt, pepper and garlic powder until all potatoes are in the blender."", ""Add evaporated milk, turn blender to number 2 setting; blend until potatoes are coarse."", ""Pour blended potatoes into big mixing bowl. Add the bacon and onions and mix well."", ""In buttered glass dish, pour mixture and sprinkle basil on top."", ""Bake at 325\u00b0 for 1 hour. Cool, cut into squares and serve with sour cream.""]",9
310300,310300,Old-Fashioned Yeast Bread,"[""2 pkg. dry yeast"", ""2 Tbsp. sugar"", ""2 c. milk, scalded"", ""2 tsp. salt"", ""1/4 c. vegetable oil"", ""3 c. flour"", ""3 to 4 c. unbleached flour""]","[""Mix dry yeast with sugar in warm water and let stand until bubbly."", ""Scald milk; cool to room temperature, then add salt, vegetable oil and 3 cups flour."", ""Beat well."", ""Add yeast mixture and unbleached flour; mix well."", ""Put dough on lightly floured board and knead until dough is smooth and elastic, at least 10 to 15 minutes."", ""Put dough into a large greased bowl, turning dough so it is greased on top."", ""Cover and let rise in a warm place (80\u00b0) until double in size, 1 1/2 to 2 hours."", ""Punch down dough, turn and let rise a second time, 1 to 1 1/2 hours."", ""Turn dough out onto lightly floured board, divide into 2 sections and let rest for 15 minutes. Make into 2 loaves and put into greased loaf pans and cover."", ""Let rise again until double and bake in preheated 400\u00b0 oven for about 50 minutes."", ""Remove from pans and butter crust for softness.""]",9
320487,320487,Southern Fried Chicken,"[""1 small, fresh chicken"", ""1 cup self-rising flour"", ""salt and pepper to taste"", ""1 cup buttermilk"", ""Wesson vegetable oil""]","[""Wash and cut up chicken into service size pieces."", ""Remove all excess fat and skin."", ""Put flour, salt and pepper in plastic bag. Dip chicken in buttermilk and put in bag with flour."", ""Shake bag until chicken is coated well."", ""Heat oil in large skillet."", ""Shake off excess flour from chicken and put in hot oil to fry."", ""Cook chicken over medium heat 15 to 20 minutes, turning as needed until light brown."", ""Reduce heat, cover tightly and cook 30 to 40 minutes or until thickest pieces are fork tender."", ""Turn chicken once or twice to assure even cooking."", ""Remove cover for last 5 minutes of cooking to crisp chicken."", ""Remove from skillet and drain on paper towels before serving hot.""]",9
321190,321190,Potato Saute And Sausage Or Turkey,"[""6 medium red potatoes"", ""1 1/2 lb. green beans"", ""3 medium onions"", ""salad oil"", ""1/2 tsp. salt"", ""1/2 tsp. pepper"", ""2 lb. turkey-sausage links"", ""3 medium tomatoes""]","[""Cut each unpeeled potato into quarters and cut stem end from beans."", ""In 6-quart pan, heat potatoes covered in hot water to boiling over high heat."", ""Reduce heat to low, cover and simmer 7 minutes."", ""Stir in green beans, adding more hot water if needed. Bring to a boil over high heat, reduce heat to low and simmer 5 minutes."", ""Drain."", ""Thinly slice onions."", ""In 12-inch skillet over medium heat, put 1 1/2 tablespoons hot salad oil and cook sausage until lightly brown."", ""Add onions and continue cooking until onions are tender."", ""Stir in 1/2 cup water, turn heat to low; cover and cook until sausage is cooked through."", ""Remove sausage mixture to bowl."", ""In same skillet, in 1 1/2 tablespoons hot salad oil, cook potatoes and green beans with salt and pepper until potatoes are golden, stirring frequently. Cut tomatoes in wedges."", ""Return sausage mixture to skillet, then add tomatoes and heat through. Spoon on to warm platters."", ""Makes 8 main dish servings.""]",9
338176,338176,Rouladen Or Beef Roll-Ups(Serves 6 Or 8)  ,"[""8 slices thick sliced smoky bacon"", ""8 pieces round steak (6 x 4 x 1/4-inch, 3 lb.)"", ""8 green onions or 2 large onions, cut in chunks"", ""meat tenderizer"", ""1 large dill pickle (if desired)"", ""minced parsley"", ""pepper to taste""]","[""Cut bacon strips in half."", ""Saute in frypan until cooked, but not crisp."", ""Remove and set aside."", ""Lay steaks out on counter. Sprinkle with tenderizer."", ""Turn steaks over."", ""Place some onion chunks or 1 green onion, cut in half, on steak and 2 pieces of bacon."", ""If you use the pickle, cut it in 8 sticks."", ""Place one on each steak."", ""Pepper to taste."", ""Roll up and tie with string. Brown in bacon drippings."", ""Add 1 can condensed beef broth or consomme and 1 can water."", ""Bring to boil."", ""Cover."", ""Turn down heat and simmer for 1 hour."", ""Check if tender."", ""If not, simmer another 1/2 hour. I put mine in a Dutch oven and bake at 350\u00b0 after it has been fried and the broth added."", ""Takes 1 1/2 hours in oven. Remove rolls."", ""Mix 2 tablespoons cornstarch in a cup of water. Then add to gravy and cook until thickened and clear."", ""You can add some red wine instead of all water to cornstarch."", ""Remove string before serving. You can use minute steaks for this, too.""]",9
343519,343519,Strawberry Glace Tart,"[""1/2 (15 oz.) unbaked pie crust"", ""7 c. medium fresh strawberries"", ""1 c. white grape juice"", ""2 Tbsp. cornstarch"", ""6 to 8 packets Equal""]","[""Roll crust out on lightly floured surface."", ""Transfer floured side down into a 9-inch tart pan with removable bottom; press pastry up sides."", ""Trim excess."", ""Prick bottom with fork; bake until golden in 450\u00b0 oven and let cool."", ""In a medium saucepan, crush 2 cups berries; add 3/4 cup grape juice and bring to boil."", ""Reduce heat and simmer, covered, for 2 minutes."", ""Sieve berry mixture, discarding the pulp."", ""Measure 1 1/4 cups of mixture; return to saucepan."", ""Combine cornstarch and remaining grape juice; add to mixture in saucepan."", ""Cook and stir over medium heat until thickened and bubbly; cook and stir 2 minutes more."", ""Remove from heat."", ""Stir in Equal."", ""Spread about 1/4 of mixture over the bottom and sides of cooled pie shell."", ""Arrange half of whole berries, stem end down, in shell."", ""Spoon half of the remaining mixture over the berries, making sure they are all well covered."", ""Arrange remaining strawberries over first layer, topping with remaining mixture."", ""Chill 3 to 4 hours."", ""Makes 8 servings.""]",9
344086,344086,Yankee Pot Roast,"[""3 lb. beef roast (rump, chuck, round or top end)"", ""flour seasoned with salt and pepper"", ""4 Tbsp. butter or margarine"", ""1 onion stuck with 2 cloves"", ""1 bay leaf"", ""2 tsp. fresh thyme or 1 tsp. dried thyme"", ""1 c. beef stock"", ""4 carrots"", ""12 small turnips, peeled and left whole"", ""2 potatoes, cut into even-sized pieces"", ""2 Tbsp. all-purpose flour""]","[""Dredge the beef with the seasoned flour, patting off the excess."", ""Melt half the butter in a large, heavy based casserole or pan over a medium heat and when foaming, brown the meat on all sides, turning it with wooden spoons or a spatula."", ""When well browned, add the onion stuck with the cloves, bay leaf and thyme and pour on the stock."", ""Cover the pan, reduce the heat to low and cook on top of the stove or in a preheated 300\u00b0 oven."", ""Cook slowly for about 2 hours, adding more liquid, either stock or water, as necessary."", ""Test the meat and, if beginning to feel tender, add the vegetables."", ""Cover and continue to cook until the meat is completely tender and the vegetables are cooked through."", ""Remove the meat and vegetables from the casserole or pan and place them on a warm serving platter."", ""Skim the excess fat from the top of the sauce and bring it back to the boil."", ""Mix the remaining butter and the all-purpose flour to a smooth paste."", ""Add about 1 teaspoon of the mixture to the boiling sauce and beat thoroughly with a whisk. Continue adding the mixture until the sauce is of the desired thickness."", ""Carve the meat and spoon over some of the sauce."", ""Serve the rest of the sauce separately.""]",9
345460,345460,Freezer White Bread,"[""11 to 12 c. all-purpose flour"", ""4 pkg. active dry yeast"", ""2/3 c. instant nonfat dry milk"", ""1/2 c. sugar"", ""2 Tbsp. salt (less salt)"", ""1/4 c. soft butter or oleo"", ""4 c. hot tap water""]","[""Spoon flour into measuring cup and level off; pour onto waxed paper."", ""Combine 4 cups flour, undissolved yeast, dry milk, sugar and salt in a large bowl."", ""Stir well to blend; add oleo, then add hot tap water."", ""Beat at medium speed for 2 minutes with electric mixer, scraping bowl occasionally."", ""Add 2 cups more flour; beat at high speed for 2 minutes or until thick and elastic."", ""Gradually stir in just enough remaining flour with a wooden spoon to make a soft dough which leaves sides of bowl."", ""Turn out on floured board. Knead 10 minutes or until dough is smooth and elastic."", ""Cover with plastic wrap, then a towel."", ""Let rest 15 minutes on board."", ""Punch down, divide dough into 4 equal parts, shape each part into a ball and flatten into 7-inch circles or shape into loaves."", ""Wrap tightly in plastic wrap and place circles on baking sheets and loaves in pans."", ""Freeze until firm."", ""Wrap plastic wrapped frozen dough in aluminum foil."", ""Freezer dough is best if it is baked within 4 weeks of freezing.""]",9
349158,349158,Turkey Meatball Stroganoff,"[""1 lb. lean ground turkey"", ""1 lb. turkey breakfast sausage"", ""1 egg"", ""1/2 c. Italian style bread crumbs"", ""2 Tbsp. dried parsley flakes"", ""1/2 tsp. seasoned salt"", ""1 tsp. dried garlic powder"", ""2 Tbsp. dried onion flakes"", ""1 tsp. black pepper"", ""1 heaping Tbsp. cream-style horseradish"", ""1 can Campbell's chicken broth (undiluted)"", ""1 can Campbell's low-fat and low sodium cream of mushroom soup (Healthy Request)"", ""8 oz. light cream cream (not the fat-free variety)"", ""1 (4 1/2 oz.) jar sliced mushrooms, drained""]","[""Make meatballs by combining the first 10 ingredients in a large bowl and mixing well with your hands."", ""Form 2-inch diameter meatballs and brown in a large nonstick skillet on medium-high, about 5 minutes."", ""After meatballs are browned on all sides, add chicken broth and simmer until they are cooked through with no pink in the middle, about 10 minutes."", ""Take out meatballs and put them in a warmed serving dish."", ""The broth left in the skillet should be reduced to about 1/2 to 1/3 volume."", ""With the heat on low, add the mushroom soup and mix well."", ""Without boiling or simmering, add the sour cream and the mushrooms and stir until smooth."", ""Put the meatballs back in the sauce and heat through if necessary."", ""Serve over 10 ounces of cooked egg noodles that have been lightly buttered and parsleyed."", ""Makes enough for 8 or you can freeze half to eat at a later date."", ""The recipe makes about 24 meatballs.""]",9
364959,364959,Ukrainian Meat Loaf,"[""1 small head cabbage"", ""1 1/2 tsp. salt"", ""1 1/2 tsp. pepper"", ""1/2 c. beef broth"", ""1 medium onion, minced"", ""1 (8 oz.) can tomato sauce"", ""1 tsp. Worcestershire sauce"", ""1 1/2 lb. ground chuck or extra lean ground beef"", ""1 c. bread crumbs (seasoned preferred)"", ""1 Tbsp. parsley flakes"", ""5 strips bacon"", ""1 Tbsp. sugar""]","[""Cut cabbage into quarters and remove cores."", ""Cover with boiling water and cook 10 to 15 minutes."", ""Drain."", ""In bowl, mix ground beef, beef broth, parsley and onion."", ""Put 2 strips of bacon on bottom of loaf pan."", ""Cover with layer of cabbage, then layer of meat mix."", ""Alternate cabbage and meat layers, ending with meat. Cover with 3 strips of bacon."", ""Mix tomato sauce, sugar and Worcestershire sauce; pour over meat loaf."", ""Bake in preheated 375\u00b0 oven for 1 hour."", ""Remove from oven and place on cake rack."", ""Allow to set about 15 minutes or remove from oven and turn out of pan onto foil.""]",9
383762,383762,Stuffed Brie Fish,"[""2 large fish fillets (8 oz. each; sole or fluke recommended)"", ""2 eggs"", ""4 1/2 oz Brie cheese"", ""1 (6 oz.) can crabmeat"", ""1/2 stick sweet butter"", ""1/2 whole lemon"", ""breadcrumbs"", ""1/2 tsp. Grey Poupon mustard"", ""whole fennel"", ""dill seed"", ""pepper to taste""]","[""Whisk 2 eggs."", ""Add pinch of whole fennel and pinch of dill seed."", ""Lay both fish fillets in mixture for 5 minutes."", ""Remove fillets and cover with breadcrumbs."", ""Set fillets aside, uncooked. Set egg mixture aside."", ""Drain 1 can of Polar crabmeat; set aside. Melt 1/2 stick butter with juice from 1/4 well-squeezed lemon. Add crabmeat."", ""Bring mixture to a sizzle in frying pan."", ""Remove from heat and add Grey Poupon."", ""Slice Brie long and thin."", ""In baking dish (tight fit is necessary), layer 1 breaded fish fillet on bottom."", ""Layer crabmeat, butter and lemon saute undrained. Pepper to taste and squeeze 1/4 lemon to taste."", ""Layer remainder of egg mixture."", ""Layer sliced Brie."", ""Add 1 breaded fish fillet on top."", ""Bake at 325\u00b0 for 20 minutes, then broil about 5 minutes to a golden brown.""]",9
400518,400518,Southwestern Swiss Steak,"[""1 lb. round steak, cut into serving size pieces"", ""2 Tbsp. all-purpose flour"", ""10 onion slices"", ""1 (16 oz.) tomatoes with liquid, chopped"", ""1/4 tsp. salt"", ""1/8 tsp. pepper"", ""1 Tbsp. cooking oil"", ""1 garlic clove, minced"", ""1/4 c. mild picante sauce"", ""1/4 c. beef broth""]","[""Sprinkle meat with salt and pepper."", ""Using a mallet, pound all of the flour into the meat."", ""In a skillet, heat oil over medium-high."", ""Brown the meat on both sides."", ""Arrange onion slices over the meat."", ""Combine remaining ingredients and pour over onions."", ""Cover and simmer until the meat is tender, about 45 minutes."", ""Remove meat and keep warm."", ""Cook the sauce until it is reduced and thickened, about 5 minutes."", ""Season to taste with additional salt and pepper, if desired."", ""Pour sauce over meat and serve immediately.""]",9
403354,403354,Granola Breakfast Bread,"[""1/2 c. warm water"", ""2 pkg. dry yeast"", ""2 c. warm water"", ""1/2 c. nonfat dry milk"", ""2 Tbsp. butter"", ""1 tsp. salt"", ""1 c. cornmeal"", ""2 c. whole wheat bread flour"", ""3 c. all-purpose flour"", ""2 c. granola""]","[""Grease two 5 x 9-inch loaf pans."", ""Put 1/2 cup warm (105\u00b0) water in a mixing bowl and sprinkle the yeast over."", ""Stir and let stand to dissolve for 5 minutes. Add the 2 cups warm water, dry milk and butter; stir to blend. Beat in the salt, cornmeal and whole wheat flour and mix until smooth."", ""Add 2 cups flour and beat until well mixed."", ""Add as much more flour as needed to make a manageable dough. Add the granola. Turn the dough onto a floured board (or use dough hook of electric mixer) and knead for a minute."", ""Let dough rest 10 minutes. Resume kneading until the dough is elastic, about 5 more minutes."", ""Put the dough in a greased bowl and turn to coat all sides."", ""Cover and let rise to double its bulk."", ""Punch dough down and divide in half."", ""Shape into loaves and put in prepared pans."", ""Let rise to the tops of the pans."", ""Bake in preheated 350\u00b0 oven for 45 minutes or until lightly browned and done. Cool on wire racks.""]",9
403830,403830,Cuban Chicken And Rice,"[""1 chicken (in pieces)"", ""3 1/2 c. rose bud rice"", ""1 onion, chopped"", ""1/2 green pepper, chopped"", ""2 tsp. garlic powder"", ""1/2 tsp. pepper"", ""1/2 tsp. oregano"", ""1 tsp. salt"", ""1 (8 oz.) can tomato sauce"", ""1 c. beer"", ""6 c. water"", ""6 bouillon cubes"", ""1 bay leaf"", ""1/4 tsp. turmeric""]","[""Heat water and beer; dissolve bouillon cubes in it. Separately, in 2 tablespoons oil, heat all spices and tomato sauce."", ""Mix spice mixture into bouillon mixture."", ""Place chicken pieces in mixture."", ""Sprinkle each with salt as you place them in mixture."", ""Continue to cook until chicken is tender."", ""When done, remove chicken from mixture and shred from bone."", ""Place rice in mixture and cook at low heat until rice is done."", ""Stir every 5 minutes."", ""When rice is done, add shredded chicken."", ""Heat a little longer as you mix the rice and chicken."", ""Ready to serve!"", ""Enjoy!""]",9
410103,410103,Italian Wedding Soup,"[""3 qt. water (12 c.)"", ""3 stalks celery with leaves"", ""1 c. onion, chopped"", ""1 1/2 Tbsp. dried parsley"", ""1/4 c. grated Romano cheese"", ""1/2 tsp. salt"", ""1 head chicory, endive or spinach, chopped"", ""2 1/2 to 3 lb. chicken"", ""3 medium carrots, peeled and trimmed"", ""3 Tbsp. chicken bouillon granules"", ""1/2 lb. ground lean beef"", ""1/2 c. plain bread crumbs"", ""1/4 tsp. ground black pepper"", ""2 eggs""]","[""Bring water, chicken, celery, carrots, onion, bouillon granules and 1 tablespoon parsley to a boil in large saucepan. Reduce heat; simmer for 1 hour."", ""While chicken cooks, mix remaining ingredients except chicory (endive or spinach) and 1 egg."", ""Shape into 1/2-inch meatballs."", ""Cover and refrigerate until needed."", ""Remove chicken, celery and carrots from broth."", ""When cool enough to handle, remove skin and bones from chicken and discard. Cut chicken into 1/2-inch pieces."", ""Slice carrots and celery into 1/4-inch pieces."", ""Return chicken and vegetables to broth."", ""Add meatballs."", ""Bring to a boil; simmer for 5 minutes, until meatballs are done."", ""(This much could be done ahead of time.)"", ""Stir greens into soup; bring to a boil."", ""Beat remaining egg; pour slowly into soup, stirring constantly.""]",9
415011,415011,Chicken Gumbo,"[""3 to 4 lb. chicken"", ""margarine"", ""2 c. flour"", ""seasoned salt"", ""pepper"", ""garlic powder"", ""gumbo file"", ""2 c. okra with tomatoes"", ""2 qt. water"", ""1 medium onion"", ""2 branches celery"", ""1 tsp. garlic, minced"", ""11 oz. can tomatoes"", ""Creole seasoning""]","[""Sprinkle skinless chicken pieces with seasoned salt."", ""Dredge pieces in mixture of 2 cups flour with seasoned salt, pepper and garlic powder to taste."", ""Place in Dutch oven with enough margarine to brown."", ""When brown, remove to plate."", ""Make roux by adding flour remaining in dredging dish to margarine remaining in Dutch oven. Add additional margarine, if necessary."", ""Cook to dark reddish brown (almost burnt)."", ""Add a lot of water."", ""Stir."", ""Add chicken pieces, onion and celery, then add water to fill Dutch oven."", ""Boil chicken until it starts to pull from bone."", ""Remove chicken from bone."", ""Remove chicken from broth, placing in bowl to cool."", ""Turn off heat from under broth."", ""When pieces are cool, debone and return chicken to broth."", ""Turn heat back on."", ""Add okra, tomatoes and gumbo file to taste (approximately 1 1/2 pound)."", ""Cook an additional 15 to 20 minutes."", ""Serve over rice with Tabasco sauce and soy sauce.""]",9
420846,420846,Microwave Stuffed Cabbage Rolls,"[""8 cabbage leaves"", ""1 lb. ground beef"", ""1/2 c. cooked rice"", ""1 tsp. instant minced onion"", ""1 egg"", ""1/2 tsp. poultry seasoning"", ""1 (8 oz.) can tomato sauce"", ""1 1/2 tsp. light brown sugar"", ""2 Tbsp. lemon juice or vinegar"", ""2 Tbsp. water""]","[""In a large saucepan on the stove, bring 6 cups of water and 1 teaspoon of salt to boiling."", ""Add cabbage leaves and simmer about 2 or 3 minutes or just long enough to make leaves pliable."", ""Drain leaves on paper towels."", ""Put beef into a 1 1/2-quart glass baking dish."", ""Cover with waxed paper."", ""Cook in microwave oven 4 minutes at High or until meat is no longer pink."", ""Stir occasionally."", ""Add rice, onion, egg and poultry seasoning to beef and mix."", ""Divide meat mixture into 8 even portions."", ""Cut the core out of the cabbage leaf."", ""Place one portion of meat in center of each cabbage leaf."", ""Fold 2 sides of leaf over meat and roll up leaves from the end."", ""Arrange cabbage rolls, seam side down, in a 2-quart glass baking dish."", ""Combine tomato sauce, brown sugar, lemon juice and water in a small bowl."", ""Pour over cabbage rolls."", ""Cover with waxed paper."", ""Cook in microwave oven 10 minutes at High or until heated."", ""Rearrange once during the cooking period. Remove from oven."", ""Cover with plastic wrap and allow to stand 10 minutes before serving.""]",9
441323,441323,Chiffon Cake,"[""2 c. sifted flour"", ""1 1/2 c. sugar"", ""3 tsp. baking powder"", ""1 tsp. salt"", ""1/2 c. cooking oil"", ""7 unbeaten large egg yolks"", ""3/4 c. cold water"", ""grated rind of 2 oranges or lemons (about 3 Tbsp.)"", ""2 to 3 Tbsp. pure orange extract"", ""1 c. egg white"", ""1/2 tsp. cream of tartar""]","[""Sift flour; add sugar, baking powder and salt."", ""Make a well and add oil, egg yolks, water, grated rind or orange extract."", ""Beat with a spoon until smooth."", ""In a large mixing bowl, beat egg whites and cream of tartar."", ""Beat until whites form very stiff peaks."", ""Do not underbeat."", ""Pour egg yolk mixture gradually over beaten whites; fold just until blended."", ""Do not stir."", ""Pour into 10 x 4-inch ungreased tube pan."", ""Bake 55 minutes in slow moderate (325\u00b0) oven. Then increase to 350\u00b0 and bake 10 to 15 minutes longer or until top springs back when lightly touched."", ""Remove from oven, loosen sides and tube."", ""Turn pan upside down."", ""Take out of the pan."", ""Loosen bottom of cake and put on a plate."", ""Ice with favorite icing. Serves about 25.""]",9
442214,442214,Baked Lasagna,"[""4 c. canned tomatoes"", ""1 (8 oz.) can tomato sauce"", ""1 tsp. salt"", ""1 1/2 tsp. onion salt"", ""1/8 tsp. pepper"", ""1 lb. lean ground beef"", ""1/2 lb. lasagna noodles"", ""1 egg"", ""2 c. cottage cheese"", ""1/2 lb. grated Mozzarella cheese"", ""1/2 c. Parmesan cheese"", ""1/2 tsp. oregano""]","[""Combine in saucepan tomatoes, tomato sauce, salt, oregano, onion, salt and pepper."", ""Simmer mixture uncovered."", ""Brown ground beef, drain fat and add to sauce."", ""Simmer for 2 1/2 hours."", ""Cook lasagna noodles."", ""One-half teaspoon oil added to water prevents noodles from sticking."", ""Drain."", ""Mix cottage cheese with beaten egg. Grate Mozzarella cheese and Parmesan cheese."", ""Layer items in 9 x 13-inch pan."", ""Start with 1/4 of meat sauce."", ""Add 1/2 of the noodles, then add 1/2 cottage cheese mixture, 1/3 of the Mozzarella cheese and 1/2 of the Parmesan cheese."", ""Repeat layers, ending with meat sauce topped with Mozzarella cheese."", ""Bake until bubbly, 30 to 35 minutes, covered."", ""Remove from oven; let stand 15 minutes. Yield:"", ""8 servings."", ""Carbohydrate 31 g, protein 33 g, fat 20 g, calories 436."", ""One serving = 4 meat low-fat exchange, 2 bread starch exchange, 2 fat exchange.""]",9
442368,442368,The Original Red Velvet Cake,"[""1/2 c. butter"", ""1 1/2 c. sugar"", ""2 eggs"", ""2 oz. red food coloring (1/4 c.)"", ""2 heaping Tbsp. cocoa"", ""2 1/4 c. cake flour"", ""1/2 tsp. salt"", ""1 c. buttermilk"", ""1 tsp. vanilla"", ""1 tsp. soda"", ""1 Tbsp. white vinegar""]","[""Grease and flour two 8-inch cake pans."", ""Heat oven to 350\u00b0. Cream butter with sugar and add eggs."", ""Beat until well blended. Make a paste of food coloring and cocoa."", ""Add to creamed mixture. Sift flour with salt."", ""Add to creamed mixture alternately with buttermilk, beginning and ending with flour."", ""Add vanilla."", ""Place vinegar in a small measuring bowl and add soda, holding bowl over the batter bowl as vinegar mixture foams."", ""Then add soda and vinegar to batter, blending, instead of beating."", ""Pour into prepared pans."", ""Bake 25 to 30 minutes or until a toothpick inserted near the center comes out clean."", ""Remove from oven."", ""Cool in pans for 10 minutes."", ""Remove from pans."", ""Cool completely on wire racks."", ""When cool, split each layer into 2 layers.""]",9
447488,447488,Broccoli Lasagna,"[""2 (10 3/4 oz.) cans cream of broccoli soup"", ""1 (10 oz.) pkg. frozen chopped broccoli"", ""oil"", ""3 carrots, thinly sliced"", ""1 large onion"", ""3/4 lb. mushrooms, sliced"", ""12 lasagna noodles"", ""2 (8 oz.) pkg. shredded Mozzarella"", ""1 (15 oz.) Ricotta cheese"", ""2 large eggs""]","[""In a 2-quart saucepan, heat soup and broccoli until thawed."", ""In a 10-inch skillet, pour 1 tablespoon oil."", ""Cook carrots and onion until lightly browned."", ""Reduce heat to low and add 1/4 cup water. Cover and simmer 15 minutes, or until veggies are tender."", ""Remove from pan, set aside in a bowl."", ""In same skillet pour 3 tablespoons oil."", ""Cook mushrooms until brown and all liquid is evaporated. Stir in carrot mixture."", ""While veggies are cooking prepare noodles as suggested."", ""Drain."", ""In medium size bowl, mix Mozzarella, Ricotta and eggs."", ""Preheat oven to 375\u00b0."", ""In a 13 x 9-inch pan, layer the following:"", ""1 cup broccoli sauce, 1/2 noodles over sauce, 1/2 cheese mixture, all of carrot mixture and 1/2 of remaining sauce. Top with remaining noodles, cheese mixture, then sauce."", ""Bake 45 minutes, let stand 10 minutes."", ""Serve."", ""Serves 10."", ""Each serving is 465 calories, 25 grams fat, 104 mg cholesterol and 615 mg sodium.""]",9
450191,450191,Old Fashioned Butterscotch Pie,"[""1/2 c. butter"", ""1 1/4 c. brown sugar, packed"", ""1 1/2 c. boiling water"", ""4 Tbsp. cornstarch"", ""3 Tbsp. flour"", ""3/4 tsp. salt"", ""1 c. milk"", ""4 egg yolks"", ""1 1/2 tsp. vanilla"", ""baked 9-inch pie shell"", ""1 c. heavy cream"", ""1 Tbsp. sugar"", ""1/2 tsp. vanilla""]","[""Melt butter in 3-quart saucepan over low heat until butter turns light golden brown."", ""Stir in boiling water and brown sugar. Cook over medium heat until mixture comes to a boil."", ""Cook 2 minutes more, stirring constantly."", ""Remove from heat."", ""Combine cornstarch, flour and salt in a bowl."", ""Gradually stir in milk. Stir milk mixture into butter mixture."", ""Cook over medium heat, stirring constantly until mixture comes to a boil, about 5 to 7 minutes."", ""Cook 1 minute more."", ""Remove from heat, stir small amount into the beaten egg yolks, blending well."", ""Immediately pour egg yolk mixture into hot mixture, blending well."", ""Cook 2 minutes more over low heat, stirring constantly."", ""Gently stir in 1 1/2 teaspoons vanilla."", ""Cool 5 minutes, pour into pie shell."", ""Cover and chill in the fridge."", ""To serve, whip cream, 1 tablespoon sugar and vanilla in a bowl until soft peaks form."", ""Spread over filling.""]",9
472671,472671,Stuffed Cabbage Rolls(Gotqbki)  ,"[""1 whole head cabbage (about 4 lb.)"", ""boiling salted water"", ""1 onion, chopped"", ""2 Tbsp. oil"", ""1 1/2 lb. ground beef"", ""1/2 lb. ground fresh pork"", ""1 1/2 c. cooked rice"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""2 cans (10 oz. each) condensed tomato soup"", ""2 1/2 c. water""]","[""Remove core from cabbage."", ""Place whole head in a large kettle filled with boiling salted water."", ""Cover; cook 3 minutes or until softened enough to pull off individual leaves."", ""Repeat to remove all leaves (about 30)."", ""Cut thick center stem from each leaf."", ""Chop remaining cabbage."", ""Saute onion in oil."", ""Add meat, rice, salt and pepper."", ""Mix thoroughly."", ""Place a heaping tablespoonful of meat mixture on each cabbage leaf."", ""Tuck sides over filling while rolling leaf around filling."", ""Secure with wooden picks."", ""Place half the chopped cabbage on bottom of a large Dutch oven."", ""Fill with layers of the cabbage rolls."", ""Cover with remaining chopped cabbage. Combine tomato soup with water; mix until smooth."", ""Pour over cabbage rolls."", ""Cover and bring to boiling."", ""Reduce heat and simmer 1 1/2 hours."", ""Bake at 350\u00b0 about 15 minutes."", ""Serve with sauce.""]",9
475913,475913,Barbecued Pot Roast,"[""2 Tbsp. salad oil"", ""1 beef chuck T-bone roast (4 lb.)"", ""2 onions, sliced"", ""1 garlic clove, minced"", ""1 (8 oz.) can tomato paste"", ""1/2 c. cider vinegar"", ""2/3 c. brown sugar"", ""1 Tbsp. salt"", ""2 Tbsp. Worcestershire sauce"", ""1 tsp. dry mustard"", ""1/4 tsp. pepper"", ""2 bay leaves""]","[""About 4 hours before, in an 8-quart Dutch oven over medium heat, cook beef in salad oil until browned on both sides."", ""Remove meat."", ""Add to drippings in pan, onions and garlic; cook until lightly brown, about 5 minutes."", ""Spoon off drippings."", ""Stir in tomato sauce and remaining ingredients to the onion and garlic mixture in pan."", ""Put meat back in Dutch oven."", ""Heat on high to boiling, reduce heat and simmer 3 hours or until meat is fork-tender."", ""Turn meat once during this time."", ""To serve, remove meat to deep platter, skim off fat from liquid in Dutch oven and discard bay leaves."", ""Spoon remaining liquid over meat.""]",9
479550,479550,Stuffed Cabbage,"[""1/2 lb. ground beef"", ""1/2 lb. ground pork"", ""2 tsp. salt"", ""1 tsp. paprika"", ""1/2 tsp. black pepper"", ""1/2 c. rice"", ""1 large onion"", ""2 Tbsp. oil"", ""1 large cabbage"", ""1 small can tomato puree""]","[""Place cabbage in boiling water."", ""With fork and knife, cut away leaves as they wilt."", ""Remove from water."", ""Saute onion in oil."", ""Add to combined meat, rice and seasonings."", ""Save some onion to mix with any leftover cabbage to be chopped for bottom of pot."", ""Take a cabbage leaf and remove thick vein."", ""Cut leaf in half, if large. Place a tablespoon of meat mixture in leaf."", ""With hand, fold one side of leaf over mixture and roll."", ""Tuck in with end of leaf, gently."", ""Place layer of cabbage in the bottom of pot and place cabbage rolls in layers."", ""Pour puree and enough water to cover cabbage."", ""Cook 1 hour."", ""Do not overcook rice.""]",9
