,idx,title,ingredients,directions,#actions
2291,2291,Sour Cream Cake,"[""1 c. Crisco oil"", ""3 c. sugar"", ""6 eggs"", ""1/2 tsp. salt"", ""1 c. sour cream"", ""1/4 tsp. soda"", ""3 c. cake flour"", ""1 tsp. vanilla""]","[""Sift the flour and measure."", ""Add soda and salt to flour."", ""Beat oil, sour cream, eggs and sugar together."", ""Add flour mixture 1/2 cup at a time."", ""Beat well."", ""Add vanilla."", ""Bake in three 8 or 9-inch cake pans that have been greased."", ""Bake at 350\u00b0 for about 25 minutes."", ""For sheet cake, reduce heat to 325\u00b0 and cook longer, approximately 30 minutes.""]",4
2299,2299,Cole Slaw,"[""1/2 head cabbage"", ""2 carrots"", ""2 scallions"", ""1/2 c. mayonnaise"", ""1/2 lemon (fresh)"", ""1 Tbsp. honey"", ""dash salt and pepper"", ""dash of dill weed""]","[""Shred cabbage fine."", ""Grate peeled carrots into cabbage."", ""Slice scallions (mostly green and some of white); mix with cabbage and carrots."", ""In separate bowl, mix remaining ingredients."", ""Pour over cabbage and mix well."", ""Refrigerate for 2 hours before serving.""]",4
2311,2311,Raspberry Oatmeal Bars,"[""1 pkg. yellow cake mix"", ""2 1/2 c. quick-cooking oats"", ""3/4 c. or 1 1/2 sticks butter or margarine, melted"", ""1 (12 oz.) jar or 1 c. raspberry, apricot, blackberry or strawberry preserves or jam"", ""1 Tbsp. water""]","[""In large bowl, combine dry cake mix and oats; stir in melted butter until mixture is crumbly."", ""Place 1/2 of crumb mixture in pan and spread evenly."", ""Combine preserves and water."", ""Spoon over crumbs."", ""Cover with remaining crumb mixture; pat firmly to make top even."", ""Bake in preheated 375\u00b0 oven for 18 to 23 minutes; top should be very light brown."", ""Cool completely, then cut into bars."", ""Store in airtight container."", ""Makes about 4 dozen bars.""]",4
2341,2341,Crab Que-Sa-Dilla,"[""8 oz. flake imitation crabmeat, fully cooked"", ""10 oz. garden vegetable Kraft Spreadery (Neufchatel cheese snack)"", ""2 cans refrigerated crescent rolls (8 per roll)"", ""1 c. shredded Cheddar cheese"", ""1 (2 1/4 oz.) sliced ripe olives"", ""2 c. shredded lettuce"", ""1 c. chopped tomatoes""]","[""Preheat oven to 375\u00b0."", ""Spray cookie sheet with nonstick cooking spray."", ""Separate 1 can of dough and roll with rolling pin until 1/4-inch thick."", ""Place on cookie sheet with the points touching in the center."", ""Spread cheese spread on the dough."", ""Top with crabmeat. Roll out second can of dough as the first."", ""Place on top of the crabmeat, with the points in the center."", ""Bake for 11 to 15 minutes or until golden brown."", ""Remove from oven and top with Cheddar, Mozzarella cheese, lettuce, tomatoes and olives.""]",4
2350,2350,Orange Slice Cake,"[""3 1/2 c. plain flour"", ""1/2 tsp. soda"", ""1 lb. orange slice candy, cut up"", ""1 (8 oz.) pitted dates, chopped"", ""2 c. walnuts or pecans"", ""1 c. butter or margarine"", ""2 c. sugar"", ""1 (4 1/4 oz.) can coconut"", ""4 eggs"", ""1 tsp. soda"", ""1/2 c. buttermilk""]","[""Sift together flour and 1/2 teaspoon soda."", ""Combine orange slice, dates, nuts and coconut."", ""Add 1/2 cup flour mixture to fruit mixture."", ""Mix well."", ""Cream butter until light, then gradually add sugar, beating constantly."", ""Add eggs, one at a time to creamed mixture, beating well after each addition."", ""Combine 1 teaspoon soda with buttermilk and add alternately with flour mixture to cream mixture, beating after each addition."", ""Add candy mixture and blend."", ""Pour into a greased and floured tube pan. Bake at 300\u00b0 for 1 hour and 45 minutes.""]",4
2365,2365,Chocolate Brownies,"[""1 stick butter"", ""2 (1 oz.) sq. baking chocolate"", ""1 c. sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""1/2 c. chopped nuts (optional)"", ""3/4 c. flour, sifted"", ""1/2 tsp. baking powder"", ""1/2 tsp. salt""]","[""Preheat oven to 350\u00b0."", ""Melt butter and chocolate in saucepan over low heat."", ""Remove from heat."", ""Add sugar."", ""Add 1 unbeaten egg; mix with a fork."", ""Add other egg; mix again."", ""Add vanilla and chopped nuts."", ""Sift together the flour, baking powder and salt; add to mixture."", ""Mix thoroughly."", ""Pour into an 8-inch square pan. Bake for 25 to 30 minutes.""]",4
2454,2454,Crab Mold(Dip)  ,"[""1/4 c. mayonnaise"", ""1 can cream of mushroom soup"", ""6 oz. cream cheese"", ""1 envelope unflavored gelatin"", ""3 Tbsp. cold water"", ""3 green onions, chopped"", ""1/4 c. chopped celery"", ""1 small jar chipped pimentos"", ""dash of salt and pepper or seasoning of choice (Mrs. Dash is good)"", ""1 (7 oz.) can crab meat""]","[""Cream mayonnaise and cream cheese together."", ""Warm soup in small pan."", ""Dissolve gelatin in water and add to soup."", ""Add onions, celery, pimentos and seasonings into cream cheese mixture."", ""Pour soup into cream cheese mixture; stir well."", ""Add crab; mix well. Pour into a mold."", ""Refrigerate 1 hour or more."", ""Can serve from bowl like a dip or loosen by setting mold in hot water until side of mixture loosens from mold pan, then turn onto dish and serve with crackers or vegetables.""]",4
2462,2462,Old Fashioned Pot Roast,"[""3 to 5 lb. roast (beef or pork)"", ""salt and pepper"", ""3 to 4 Tbsp. flour"", ""2 Tbsp. oil"", ""1 medium onion, sliced or quartered"", ""potatoes and carrots""]","[""Trim roast; salt and pepper."", ""Sprinkle with flour and pat all sides of roast to be sure it is well coated with seasonings and flour."", ""Heat oil in a Dutch oven; brown all sides of the roast, remove and set aside."", ""If there is not enough oil remaining in the Dutch oven, add a little more and make a roux by browning some of the remaining flour in the oil and then adding water."", ""Return roast to pan with the onion; cover and bring to a slow boil."", ""Lower heat and cook slowly for 1 to 2 hours depending on size of the roast. The last 30 minutes, add potatoes and carrots."", ""Serve with rice and salad for a full meal.""]",4
2485,2485,Fresh Berry Coffee Cake,"[""1 1/2 c. sifted flour"", ""1 tsp. baking powder"", ""1/4 tsp. salt"", ""1/2 c. unsalted margarine, softened"", ""1 c. sugar"", ""2 eggs"", ""1 tsp. vanilla extract"", ""3 Tbsp. sour cream"", ""1/3 c. milk"", ""1 1/2 c. blueberries"", ""1/3 c. sugar"", ""1/4 c. flour"", ""1/2 tsp. cinnamon"", ""3 Tbsp. butter, softened""]","[""Sift 1 1/2 cups flour, baking powder and salt into bowl. Cream 1/2 cup margarine and 1 cup sugar in mixer bowl until smooth."", ""Add eggs 1 at a time, mixing well after each addition. Add vanilla and sour cream; mix well."", ""Add flour mixture alternately with milk, mixing well after each addition and beginning and ending with flour mixture."", ""Spoon half the batter into greased 9-inch baking pan."", ""Top with blueberries, then remaining batter."", ""Combine remaining 1/3 cup sugar, 1/4 cup flour and cinnamon in small bowl; mix well."", ""Cut in butter until crumbly."", ""Sprinkle over batter."", ""Bake at 350\u00b0 for 30 to 35 minutes or until golden brown."", ""Cool on wire rack for 5 minutes."", ""Serve warm."", ""Yield:"", ""9 servings.""]",4
2490,2490,Tirami Su,"[""1 lb. Mascarpone cheese"", ""1/2 tsp. salt"", ""1/2 lb. sugar"", ""5 egg whites (Egg Beaters are okay)"", ""2 Tbsp. Marsala"", ""1 pkg. ladyfingers (Italian)"", ""1/2 c. Espresso or regular coffee, sweetened"", ""chocolate powder""]","[""Beat egg whites until fluffy."", ""Blend in sugar and salt."", ""Place Mascarpone in bowl; stir until smooth."", ""Blend into egg mixture. Add Marsala; beat until fluffy."", ""Place enough ladyfingers to cover bottom of dish."", ""Brush with sweetened Espresso (do not soak cookies)."", ""Place 1/2 of cheese mixture over ladyfingers."", ""Dust with chocolate powder."", ""Repeat process, placing another layer of ladyfingers on top of first layer."", ""Brush with Espresso."", ""Put in remaining cheese mixture; dust with chocolate powder."", ""Chill before serving.""]",4
2491,2491,Spinach Cheese Bake,"[""2 (10 oz.) pkg. frozen chopped spinach, thawed"", ""1 lb. bulk Italian sausage"", ""1 (8 oz.) can tomato sauce"", ""2 c. cream-style cottage cheese"", ""1/2 c. grated Parmesan cheese"", ""1 slightly beaten egg"", ""1 (8 oz.) pkg. (2 c.) shredded Mozzarella cheese"", ""2 c. herb seasoned croutons""]","[""Drain spinach thoroughly, squeezing out liquid."", ""In skillet, cook sausage until brown; drain fat."", ""Stir in tomato sauce; set aside."", ""In large bowl, combine drained spinach, cottage cheese, Parmesan and egg; spread mixture in bottom of 12 x 7 1/2 x 2-inch baking dish."", ""Spoon sausage mixture over spinach mixture."", ""Top with Mozzarella; cover and chill several hours or overnight."", ""Before serving, sprinkle croutons over cheese."", ""Bake at 350\u00b0 for 40 minutes."", ""Serves 8. Contains 344 calories, 20 gr. fat, 86 mg. cholesterol.""]",4
2619,2619,Apple Cinnamon Cake,"[""1 (18.25 oz.) pkg. spice or cake mix"", ""1 (21 oz.) can apple pie filling"", ""3 eggs"", ""3 Tbsp. sugar"", ""1 tsp. ground cinnamon""]","[""Preheat oven to 350\u00b0."", ""Blend together cake mix, pie filling and eggs in a large mixer bowl."", ""Beat at medium speed for 2 minutes."", ""Combine sugar and cinnamon."", ""Spread half the batter in greased 13 x 9-inch pan; sprinkle with half the cinnamon-sugar. Repeat with remaining batter and cinnamon-sugar."", ""Bake 30 to 35 minutes, until wooden pick inserted in center of cake comes out clean."", ""Cool."", ""Makes 12 servings."", ""Preparation time: 10 minutes. Bake time: 35 minutes.""]",4
2693,2693,Bev'S Enchilada Casserole,"[""2 lb. ground beef"", ""2 Tbsp. chili powder"", ""1 small can diced green chilies"", ""1 can cream of chicken soup"", ""1 can cream of mushroom soup"", ""1 can enchilada sauce"", ""12 tortillas (large)"", ""2 c. grated Cheddar cheese""]","[""Brown lean ground beef; drain."", ""Add chili powder and diced green chilies."", ""Set aside."", ""Heat cream of chicken soup, cream of mushroom soup and enchilada sauce; mix together."", ""Add 1 1/2 cups of soup mixture to ground beef."", ""Cover bottom of casserole dish with 4 large soft tortillas."", ""Cover with 3/4 of beef mixture, then 4 tortillas, then 3/4 of soup mixture, then 4 tortillas, then the rest of both mixtures."", ""Sprinkle with Cheddar cheese."", ""Cover with foil."", ""Bake at 350\u00b0 for 20 minutes; remove cover."", ""Bake 10 minutes longer.""]",4
2698,2698,Meat Loaf In Slow Cooker,"[""2 lb. ground beef"", ""1/2 c. chopped green pepper"", ""1/2 c. chopped onion"", ""salt and pepper to taste"", ""1 c. cracker crumbs"", ""1 egg"", ""1 (8 oz.) can tomato sauce"", ""6 or 8 small potatoes""]","[""Mix all ingredients except potatoes in large bowl."", ""Shape into a loaf."", ""Grease crock-pot."", ""Wrap potatoes in foil and place in bottom."", ""(I cut my potatoes in half, but do not peel.)"", ""Place meat loaf on top of rack."", ""To make a full meal, use an aluminum pie pan, one that fits on top, and put in your vegetables."", ""I add butter and also wrap pie tin in foil."", ""Cook 6 to 8 hours.""]",4
2746,2746,Cathie Mcmahon'S Forgotten Cookies,"[""2 egg whites (room temperature)"", ""2/3 c. sugar"", ""6 oz. bag chocolate chips"", ""1 c. chopped walnuts""]","[""Beat egg whites until fluffy."", ""Gradually add sugar."", ""Beat until very stiff."", ""Fold in chocolate chips and chopped nuts. Grease cookie sheet."", ""Drop by teaspoonfuls onto the sheet. Preheat oven to 350\u00b0 (must be a preheated oven!)."", ""Place cookies in oven and turn the oven off!"", ""Leave the cookies in the oven for 12 hours."", ""Don't open the oven door."", ""Get to make at night and go to sleep.""]",4
2774,2774,Christmas Cookies,"[""1/2 c. margarine"", ""1 c. sugar"", ""2 eggs"", ""1/2 c. molasses"", ""1/2 c. strong coffee"", ""3 1/2 c. flour, sifted"", ""1/4 tsp. pepper"", ""1/2 tsp. cloves"", ""1 tsp. cinnamon"", ""1/2 tsp. salt"", ""1/2 tsp. nutmeg"", ""2 1/2 tsp. baking powder"", ""2 Tbsp. anise seed""]","[""Mix margarine, sugar, eggs and molasses."", ""Mix in coffee."", ""In a separate bowl, mix together flour, pepper, cloves, cinnamon, salt, nutmeg, baking powder and 2 tablespoons anise seed."", ""Mix dry ingredients into coffee mixture."", ""It will be sticky so add a little more flour to make dough stiff."", ""Roll out thin. Cut with cookie cutters. Bake at 350\u00b0 and watch carefully."", ""Make a thin frosting of powdered sugar, water and a drop of vanilla. Frost first, then use colored sprinkles.""]",4
2794,2794,Erline'S Pineapple Pie(Icebox)  ,"[""1 large can crushed pineapple"", ""1/4 c. flour"", ""3/4 c. sugar"", ""1/2 tsp. salt"", ""2 Tbsp. lemon juice"", ""1 small carton sour cream"", ""2 egg yolks"", ""1 (9-inch) pie crust, baked""]","[""Combine pineapple, flour, sugar, salt, lemon juice and sour cream."", ""Cook slowly until thick."", ""Cook an additional 2 minutes. Remove from heat."", ""Beat 2 egg yolks and add small amount of mixture."", ""Transfer to pot of filling."", ""Cook additional 2 minutes. Bake in 9-inch pie shell with meringue until light brown.""]",4
2876,2876,Scalloped Sweet Potatoes,"[""4 medium sweet potatoes"", ""salt"", ""3/4 c. packed brown sugar"", ""1/4 c. margarine""]","[""Cook, peel and halve sweet potatoes."", ""Arrange sweet potatoes in shallow baking dish and sprinkle with salt."", ""Bring sugar and 1/4 cup water to boil, add margarine and pour over ingredients in baking dish."", ""Bake, uncovered, in preheated 350\u00b0 oven about 30 minutes."", ""Makes 4 servings.""]",4
2899,2899,Mexican Garden Casserole,"[""1 1/2 c. fresh or frozen corn"", ""1/2 c. green pepper strips"", ""1/4 c. carrots and celery"", ""1 c. shredded Lite-line Cheddar/Mozzarella cheese"", ""1 c. chopped zucchini or other squash"", ""1 tsp. crushed garlic"", ""1/2 c. skim milk"", ""1/4 tsp. pepper"", ""1/2 c. chopped onion"", ""1/2 c. water"", ""1 large tomato, chopped"", ""2/3 c. cornmeal"", ""4 egg whites"", ""several dashes of hot sauce""]","[""In medium saucepan, combine corn, onion, green pepper, celery, carrots and water; bring to a boil."", ""Reduce heat and simmer for 5 minutes, covered."", ""Do not drain liquid from vegetables."", ""In a large mixing bowl, combine squash, tomato, 3/4 cup of the cheese, cornmeal, milk, eggs, pepper and hot sauce."", ""Add undrained vegetables to cornmeal mixture; mix well."", ""Turn into greased 9 x 12-inch casserole pan."", ""Top with remaining cheese."", ""Bake, uncovered, in a 350\u00b0 oven for 45 to 50 minutes or until heated thoroughly.""]",4
2938,2938,Taco Salad(Cold Appetizer)  ,"[""1 c. mayonnaise"", ""1 c. sour cream"", ""1 pkg. taco mix"", ""1 to 2 cans refried beans"", ""2 avocados (ripened)*"", ""lemon juice"", ""lettuce, shredded (iceberg)"", ""2 tomatoes, diced"", ""1 can black olives, sliced"", ""2 c. cheese, shredded (your choice - Mozzarella, Monterey Jack, Cheddar, etc.)"", ""tortilla chips""]","[""Mix avocados with lemon juice to a spreading consistency."", ""In a separate bowl, mix sour cream, mayonnaise and taco mix."", ""Set aside."", ""Spread all of the avocado mix on the bottom of a 13 x 9-inch pan or large plate."", ""Spread 1 layer of refried beans on top of avocados."", ""Spread 1 layer of sour cream mix."", ""Spread the rest of the beans."", ""Spread the rest of the sour cream mix."", ""Now layer the rest of the ingredients."", ""Serve with tortilla chips.""]",4
2972,2972,Easy Potato-Sausage Casserole,"[""1 lb. country sausage (hot or mild)"", ""1/2 c. onion, chopped"", ""3/4 c. milk"", ""1 can cream of mushroom soup"", ""1/4 tsp. black pepper"", ""4 c. raw potatoes, sliced"", ""1 c. mild Cheddar cheese, grated""]","[""In skillet crumble and brown sausage and onion; drain."", ""In a mixing bowl blend together milk, mushroom soup and pepper."", ""In 9 x 9-inch casserole dish layer one half of potatoes, one half of soup mixture, one half of grated cheese and one half of sausage. Repeat; cover with foil."", ""Bake at 350\u00b0 for 1 1/2 hours."", ""Uncover; sprinkle a little more cheese over top."", ""Return to oven until cheese is melted.""]",4
3023,3023,Mississippi Mud Cake,"[""1 c. butter or margarine"", ""1 c. flaked coconut"", ""1 1/2 c. sifted all-purpose flour"", ""1/3 c. cocoa"", ""1 c. coarsely chopped walnuts"", ""1 (13 oz.) jar Marshmallow Creme"", ""4 eggs"", ""2 c. sugar"", ""1 tsp. pure vanilla extract"", ""6 Tbsp. milk"", ""1/3 c. cocoa"", ""1 c. coarsely chopped walnuts"", ""1/2 c. butter or margarine, softened"", ""1 (1 lb.) box confectioners sugar""]","[""Cake:"", ""Beat butter or margarine until creamy in a large bowl with electric mixer at medium-high speed."", ""Add eggs, one at a time, beating well after each addition."", ""Add coconut, sugar, flour, cocoa, vanilla and walnuts."", ""Don't beat (heavy batter)."", ""Spread batter in greased (9 x 13 x 2-inch) pan."", ""Bake in preheated 350\u00b0 oven for 45 minutes."", ""As soon as cake is taken from oven, spread Marshmallow Creme over hot cake."", ""Cool for 20 minutes.""]",4
3047,3047,El-Granda,"[""1 lb. ground beef"", ""1 can Cheddar cheese soup"", ""1/4 c. milk"", ""1 pkg. chili seasoning"", ""1 large pkg. saffron yellow rice"", ""1 large can tomatoes""]","[""Brown meat, then drain."", ""Pour cheese soup, milk, chili seasoning and tomatoes and the juice into meat."", ""Simmer while the yellow rice is cooking."", ""Cook the rice as directed on the bag. When the rice has cooked, add to the meat mixture.""]",4
3094,3094,Orange Cream Fruit Salad,"[""1 (20 oz.) can drained pineapple tidbits"", ""1 (16 oz.) can drained peach slices"", ""1 (11 oz.) can drained mandarin oranges"", ""3 medium bananas, sliced"", ""2 medium apples, cored and chopped"", ""1 (3 3/4 or 3 5/8 oz.) pkg. instant vanilla pudding mix"", ""1 1/2 c. milk"", ""1/3 ??? thawed frozen orange juice concentrate"", ""3/4 c. sour cream"", ""lettuce cups""]","[""In large bowl, combine fruits; set aside."", ""In small bowl, combine dry pudding mix, milk and orange juice concentrate."", ""Beat with rotary beater until blended, 1 to 2 minutes."", ""Beat in sour cream."", ""Fold into fruit mixture."", ""Cover and chill.""]",4
3105,3105,Whole Wheat Light Rolls,"[""2 pkg. yeast"", ""1/2 c. warm water"", ""1 3/4 c. scalded milk"", ""1/2 c. sugar"", ""1 tsp. salt"", ""3 Tbsp. shortening"", ""3 to 4 c. whole wheat flour"", ""3 c. white flour"", ""2 eggs, beaten""]","[""Combine milk, sugar, salt and shortening."", ""Cool to lukewarm, then add eggs."", ""Add 1 cup of each of the flours and mix well. Soften yeast in warm water and add to first mixture."", ""Stir in remaining flour and put in greased bowl in refrigerator."", ""Cover with greased wax paper."", ""Two hours before baking remove from refrigerator and knead lightly."", ""Shape into rolls and let raise. Bake at 425\u00b0 about 10 minutes or until brown.""]",4
3111,3111,Vanilla Rice Pudding,"[""4 c. 2% low-fat milk"", ""1 egg, well beaten"", ""1 small box Jell-O vanilla pudding (not instant)"", ""1 c. Minute brand instant rice"", ""1/4 c. raisins"", ""1/4 tsp. ground cinnamon"", ""1/8 tsp. ground nutmeg""]","[""Gradually stir milk and egg into dry pudding mix in saucepan, add rice and raisins."", ""Stir over medium heat until mixture comes to boil."", ""Remove from heat, cover for 5 minutes, then cool for 5 minutes, stirring twice."", ""Pour into dessert dishes or serving bowl. Cover with plastic wrap and refrigerate about 1 hour."", ""Serve with sprinkled cinnamon and nutmeg."", ""Makes 10 servings."", ""Can be doubled.""]",4
3141,3141,Apple Butter,"[""4 lb. apples"", ""1 c. apple juice or cider"", ""2 c. sugar"", ""1 tsp. cinnamon"", ""1/2 tsp. nutmeg"", ""1/2 tsp. ground cloves""]","[""Wash and core apples; cut in 8ths."", ""Put 1/3 cup cider or apple juice and 5 or 6 pieces of apple into blender."", ""Cover and process until smooth."", ""Increase speed to blender."", ""Remove cap and add apple pieces until container is full."", ""Empty into saucepan. Repeat with remaining cider and apples."", ""Add sugar and spices to apples."", ""Cook over low heat about 45 minutes, stirring slightly. Pour into jars."", ""Process 10 minutes in boiling water.""]",4
3146,3146,Lemon Chicken With Thyme,"[""3 Tbsp. flour"", ""1/2 tsp. salt"", ""1/4 tsp. pepper"", ""4 chicken breast fillets"", ""2 Tbsp. olive oil"", ""1 Tbsp. margarine"", ""1 medium chopped onion"", ""1 c. chicken broth"", ""2 Tbsp. lemon juice"", ""1/2 tsp. thyme"", ""1 Tbsp. lemon juice"", ""2 Tbsp. chopped parsley""]","[""Mix flour, salt and pepper in bag."", ""Rinse chicken and pat dry. Place in bag; shake to coat well."", ""Brown chicken on 1 side in 1 tablespoon olive oil in skillet for 5 minutes; turn chicken."", ""Add remaining olive oil."", ""Cook for 5 minutes until brown."", ""Remove chicken."", ""Add margarine and onion to skillet."", ""Saute for 3 minutes or until tender."", ""Stir in broth, 2 tablespoons lemon juice and thyme."", ""Bring to boil, stirring constantly."", ""Add chicken; reduce heat to medium-low."", ""Cook, covered for 7 minutes or until chicken is tender."", ""Remove chicken to serving plate."", ""Stir in remaining tablespoon of lemon juice in juices in skillet."", ""Pour over chicken; sprinkle with parsley."", ""Garnish with lemon wedges."", ""Serve with rice."", ""Serves 4.""]",4
3273,3273,Maryland Crab Soup,"[""6 to 8 strips bacon"", ""1 lb. beef shin bone"", ""3 qt. water"", ""1 large onion, chopped"", ""2 large stalks celery, chopped"", ""1 (l lb.) can tomatoes"", ""1 Tbsp. salt"", ""1/4 tsp. pepper"", ""1/8 tsp. cayenne pepper"", ""1 (10 oz.) pkg. frozen mixed vegetables"", ""1 pkg. frozen mixed soup vegetables with okra"", ""1 lb. crab meat or 6 to 8 cooked and steamed crabs (pick center part and throw in claws)""]","[""Brown beef in soup pot with bacon strips."", ""Add other ingredients, except frozen vegetables and crab meat."", ""Cook 3 hours or until meat is tender."", ""Add rest of ingredients and simmer covered until vegetables are done."", ""If you want it hotter, add a few dashes of Tabasco sauce, or have it available on serving.""]",4
3332,3332,Bacon Bombs(Appetizer)  ,"[""Wonder Bread - small loaf"", ""Cheese Whiz"", ""Bacon - 1/2 package"", ""Water Chestnuts - 1 can"", ""Tooth picks""]","[""Roll the Wonder Bread with a rolling pin until thin, then cut crust off of bread."", ""Spread Cheese Whiz on bread, then cut in 3 strips lengthwise."", ""Roll one water chestnut (possibly 1/2 depending on size) in strip of bread."", ""Cut bacon in half, then roll bacon strips around bread."", ""Stick a toothpick in to hold together."", ""Put cooling rack on top of cookie sheet, place bacon bombs on cooling rack."", ""Preheat Oven to 375."", ""Cook Bacon Bombs for approx 20 min. or until bacon looks crispy.""]",4
3368,3368,Rotelle Salad(A Pasta Salad)  ,"[""3/4 c. olive oil"", ""2 Tbsp. dried sweet basil leaves"", ""1 Tbsp. lemon juice"", ""1/4 tsp. grated lemon peel"", ""2 cloves garlic, minced"", ""3 Tbsp. chopped parsley"", ""2 c. broccoli flowerets"", ""1 (12 oz.) pkg. Rotelle"", ""3 c. fresh cherry tomatoes"", ""1/2 c. green onions, sliced"", ""1/2 c. grated Parmesan cheese"", ""salt and pepper to taste""]","[""Mix olive oil, lemon juice, garlic and parsley and set aside. Cook Rotelle as directed on package, adding broccoli during last 5 minutes of cooking."", ""Drain and rinse in cold water to stop cooking process."", ""Toss Rotelle-broccoli with olive oil dressing until well coated."", ""Add tomatoes, green onions and cheese and toss again. Add salt and pepper to taste."", ""Ripe olives can be added, if desired."", ""Serves 11.""]",4
3376,3376,Molten Chocolate Lava Cake(Petite Gateau)  ,"[""1/2 cup Butter, unsalted"", ""4 ounce(s) Bittersweet chocolate"", ""2 Egg(s)"", ""2 Egg yolk(s)"", ""1/4 cup Sugar"", ""2 tablespoon(s) Flour, all-purpose""]","[""Butter and flour 4 custard cups."", ""Preheat oven to 450F."", ""Melt butter and chocolate."", ""Do NOT let it boil."", ""Remove from heat and set aside."", ""Beat together the 2 eggs plus 2 yolks and the sugar, until it's light and thick."", ""Pour the now tepid chocolate mixture into the egg mixture, and beat to mix."", ""Quickly beat in the flour until just mixed in."", ""Pour into the custard cups."", ""(At this point you can refrigerate for up to 24 hours."", ""If you refrigerate, let return to room temp before you bake.)"", ""Put custard cups on a baking sheet and bake at 450 degrees for 6-7 minutes."", ""The outside will be set up, but the top may still be slightly wiggly (technical French cooking term)."", ""Invert on plate, let sit for 10 seconds or so, remove custard cup."", ""Sprinkle with powdered sugar, and surround with a fruit sauce of you're choice.""]",4
3380,3380,Stuffed Mushrooms,"[""1 (9 oz.) pkg. Jack cheese"", ""1 pkg. dry onion soup mix"", ""soy sauce"", ""2/3 bag Fritos, crushed"", ""1 cube butter, softened"", ""red wine"", ""garlic salt"", ""mushrooms""]","[""Mix grated cheese with butter."", ""Add dry soup mix."", ""Add garlic salt to taste."", ""Add enough of liquid ingredients to hold together. Add crushed Fritos."", ""This should be in paste form."", ""Stuff washed mushrooms."", ""Bake at 350\u00b0 for 10 minutes or until mushrooms turn dark and butter runs out.""]",4
3460,3460,Black Walnut Cake,"[""3 c. cake flour"", ""1 tsp. salt"", ""1 1/2 tsp. baking soda"", ""3/4 c. shortening"", ""1 c. sugar"", ""3 eggs"", ""1 1/2 c. dates"", ""1 c. black walnuts"", ""1 orange peel"", ""1 c. buttermilk"", ""1 tsp. vanilla"", ""orange topping""]","[""Sift flour, measure and sift again with salt and soda."", ""Cream shortening and sugar, add eggs one at a time, bearing well after each addition."", ""Add dates, nuts, orange peel and vanilla."", ""Add sifted dry ingredients to creamed mixture alternately with buttermilk."", ""Then into well-greased loaf pan."", ""Bake for 1 1/2 hours at 300\u00b0."", ""When baked, pour orange topping mixture over cake and allow to age for at least 24 hours.""]",4
3463,3463,Hamburger And Mashed Potatoes,"[""2 lb. hamburger"", ""onion"", ""salt to taste to taste"", ""pepper to taste"", ""3 c. water"", ""chopped onion"", ""3 pkg. McCormick brown gravy mix or substitute""]","[""Fry 2 pounds of hamburger with chopped onions, salt and pepper to taste. Drain off grease. Mix 3 cups of cold water and 3 packages of gravy mix in a container, and stir well."", ""Add the water and gravy mix to the hamburger, cover, and bring to a low boil."", ""Turn down to simmer, and simmer for 10 - 15 minutes, stirring frequently."", ""If gravy is too thick, add water."", ""While this is cooking, make your mashed potatoes."", ""Dish the hamburger and gravy together, and the mashed potatoes separately. Let everyone serve themselves.\tPlace on table and let everyone serve themselves individual helpings of potatoes, and top with hamburger and gravy mix.""]",4
3480,3480,Raspberry Angel Dessert,"[""1 (10-inch) tube angel food cake"", ""1/2 c. sugar"", ""1/3 c. all-purpose flour"", ""2 c. milk"", ""3 slightly beaten egg yolks"", ""1 tsp. vanilla"", ""1 c. whipping cream, whipped"", ""sweetened raspberries""]","[""Slice cake in 3 layers."", ""Prepare filling by mixing sugar, flour and 1/2 teaspoon of salt in saucepan."", ""Slowly add milk; mix well."", ""Cook and stir over medium heat until mixture is thick and bubbly."", ""Cook 2 minutes more."", ""Stir some of the hot mixture into egg yolks; return to hot mixture."", ""Bring just to boiling, stirring constantly."", ""Remove from heat; add vanilla."", ""Cool."", ""Fold whipped cream into pudding."", ""Reassemble cake, spreading filling between layers and on top."", ""Garnish with raspberries and, if desired, fresh mint leaves.""]",4
3536,3536,"""All-American"" Strawberry Pie","[""3 c. strawberry jelly"", ""6 Tbsp. cornstarch"", ""6 Tbsp. water"", ""3 baked 9-inch pie shells"", ""6 lb. fresh, whole, stemmed California strawberries"", ""3 c. lightly sweetened whipped cream""]","[""To make glaze:"", ""Melt jelly; whisk until smooth."", ""Mix cornstarch and water."", ""Stir into jelly."", ""Bring to boil; cook and stir 4 to 5 minutes until mixture is the consistency of thin jam. Cool to room temperature."", ""Brush inside of each pie shell with 1/4 cup jelly mixture."", ""Gently toss strawberries with remaining jelly mixture to coat."", ""Mound strawberry mixture into"", ""pie shells, dividing equally."", ""Turn several strawberries in each pie so that point ends face up."", ""Refrigerate at least 2 hours or up to 8 hours before serving."", ""Cut each pie into 8 wedges; top each serving with 2 tablespoons whipped cream."", ""Yield:"", ""24 servings (three 9-inch pies).""]",4
