,idx,title,ingredients,directions,#actions
33637,33637,Easy Enchiladas,"[""1 lb. ground meat"", ""2 to 3 cans mild enchilada sauce"", ""1 can condensed tomato soup"", ""1 doz. large flour tortillas"", ""1 lb. sliced/grated Cheddar cheese""]","[""Brown and crumble meat."", ""In a large mixing bowl, combine 2 cans of enchilada sauce, tomato soup and 1 tomato soup can of water; mix well."", ""Lay one side of tortilla in sauce and then drop meat and cheese on that side."", ""Roll it up and put, seam side down, in a rectangular 13 x 9-inch pan that has been greased."", ""When pan is full, pour remaining sauce over enchiladas."", ""For more sauce, use other can."", ""Sprinkle with cheese."", ""Cover pan with foil; cook at 350\u00b0 for about 1 hour.""]",6
33921,33921,Potato Soup,"[""6 medium potatoes, diced"", ""2 large onions, diced"", ""1 c. celery, diced"", ""3 c. water"", ""1 Tbsp. salt"", ""1/4 tsp. pepper"", ""3 c. milk"", ""1 c. enriched all-purpose flour"", ""1 egg"", ""4 Tbsp. butter or margarine""]","[""Prepare potatoes, onions and celery."", ""Place in saucepan, add water, salt and pepper."", ""Cover and turn to high heat."", ""Bring to rolling boil, switch to simmer and cook for 20 minutes."", ""Then add milk and bring almost to a boil, again using high heat."", ""While this is heating, measure flour into bowl and add egg."", ""Stir with a fork until thoroughly mixed."", ""Stir in egg, flour mixture and butter."", ""Switch to simmer for at least 15 minutes.""]",6
33961,33961,Deanna'S Apple Crisp,"[""8 tart apples (McIntosh or other)"", ""1 to 2 Tbsp. hot water"", ""3/4 c. sugar"", ""1/4 tsp. salt"", ""dash of cinnamon to taste"", ""1 stick butter, melted"", ""scant 1 c. flour"", ""whipped cream or vanilla ice cream"", ""a few drops lemon juice (if apples are not tart enough, also keeps apples from turning brown)""]","[""Wash, peel, core and slice apples."", ""Sprinkle lightly with hot water and a few drops lemon juice."", ""Also a few tablespoons of sugar, salt and cinnamon."", ""Arrange apple mixture in bottom of large greased baking pan."", ""In mixing bowl, add melted butter; keep adding remaining sugar and flour to form crumbly mixture, working with a fork."", ""Sprinkle butter-flour mixture evenly over sliced apples."", ""A few chopped walnuts, pecans or wheat germ give an added crunch to topping."", ""Bake in preheated 375\u00b0 oven for 35 minutes or until apples are tender and crumb topping is golden brown."", ""Serve warm with whipped cream or softened vanilla ice cream.""]",6
34030,34030,Skillet Fried Corn,"[""4 ears fresh corn (may use 1 pkg. frozen)"", ""1 tsp. salt"", ""1 tsp. sugar"", ""2 slices bacon"", ""1/2 c. water""]","[""Place bacon slices in skillet and cook until crisp; remove from skillet to cool."", ""For fresh corn, cut off cob (it is better cut off cream style)."", ""Mix corn, salt and sugar; pour"", ""into bacon drippings in skillet."", ""Crumble bacon strips into corn."", ""Add 1/2 cup water."", ""Cook 15 to 20 minutes over low heat."", ""Stir often.""]",6
34317,34317,Honeybun Cake,"[""1 c. brown sugar"", ""3 tsp. cinnamon"", ""1 c. chopped pecans"", ""1 box yellow or butter pecan cake mix with pudding"", ""3/4 c. oil"", ""1/2 c. white sugar"", ""8 oz. sour cream"", ""4 eggs"", ""1 c. powdered sugar"", ""3 Tbsp. milk"", ""1 tsp. vanilla""]","[""Mix together brown sugar, cinnamon and pecans."", ""Set aside. Mix together cake mix, eggs, oil, sugar and sour cream."", ""Pour half of mixture into 9 x 13-inch greased pan."", ""Pour half of brown sugar/cinnamon mixture over cake batter."", ""Add remaining cake batter and then remaining brown sugar mixture."", ""With fork, swirl brown sugar/cinnamon mixture into batter several times."", ""Bake at 350\u00b0 for 1 hour."", ""Mix powdered sugar, milk and vanilla; pour on top to glaze.""]",6
34475,34475,Pepper Steak A La Cheddar Noodles,"[""1/4 c. butter"", ""1 1/2 lb. steak, cut into 2 1/2 x 1/2 x 1/8 strips"", ""1/8 tsp. garlic powder"", ""1/3 c. chopped onion"", ""1 1/2 c. green peppers, cut into narrow strips"", ""1 (1 lb.) can tomatoes"", ""1 beef bouillon cube"", ""1 Tbsp. cornstarch"", ""2 Tbsp. water"", ""1/2 tsp. salt"", ""2 Tbsp. soy sauce"", ""1 tsp. sugar"", ""3 c. wide noodles"", ""1 c. shredded Cheddar cheese""]","[""Melt butter."", ""Add beef and sprinkle with garlic powder."", ""Saute until browned."", ""Remove meat from skillet."", ""Add onion and green pepper; saute 2 minutes."", ""Return to skillet with tomatoes and bouillon cube."", ""Simmer 30 minutes."", ""Blend together cornstarch, water, soy sauce, sugar and salt."", ""Add to meat mixture and cook until thickened."", ""Reduce heat and cook 2 minutes longer."", ""Prepare noodles and toss with grated cheese."", ""Serve meat over noodles.""]",6
35123,35123,Curry Chicken,"[""1 whole chicken"", ""curry powder"", ""onion"", ""celery"", ""seasoned salt"", ""black pepper"", ""potatoes""]","[""Put chicken in pot and generously season with curry powder. Let sit several hours or overnight."", ""When ready to cook, add some water to the pot (enough to cover the chicken)."", ""Toss in some chopped onion and celery to suit your taste and add seasoned salt and pepper."", ""Boil until chicken falls off the bones."", ""When chicken is done, scoop out all meat, bones and pieces and pick out the good meat from the bones and \""oocky\"" parts."", ""While you are picking through the chicken, boil some chopped potatoes in the pot and when the potatoes are tender, add the chicken meat back into the pot."", ""Stir all this together for a few minutes, then serve over rice.""]",6
36043,36043,Twice Baked Potatoes,"[""4 baking potatoes"", ""4 Tbsp. butter"", ""4 Tbsp. whipping cream"", ""dash of salt"", ""dash of pepper"", ""3/4 c. shredded Cheddar cheese"", ""2 eggs""]","[""Bake potatoes at 375\u00b0 for about 1 hour or until soft."", ""Cut a thin slice off the top of each potato."", ""Scoop out the pulp and put into a bowl."", ""Separate eggs; add yolks to the potato pulp."", ""Blend until smooth."", ""Add butter and cream."", ""Season with salt and pepper. Beat egg whites until stiff peaks form."", ""Fold into potato mixture."", ""Fill shells with mixture."", ""Sprinkle with cheese."", ""Bake in oven at 375\u00b0 for about 15 minutes or until heated through.""]",6
36369,36369,Easy Lasagne,"[""ground beef"", ""32 oz. spaghetti sauce"", ""24 oz. cottage cheese, small curd"", ""12 oz. Mozzarella cheese"", ""1/2 c. Parmesan cheese"", ""2 eggs, beaten"", ""1/2 c. parsley"", ""salt and pepper""]","[""Fry ground beef and drain; add spaghetti sauce, let sit."", ""In large bowl, mix cottage cheese, Mozzarella cheese, Parmesan cheese, eggs, parsley, salt and pepper."", ""Pour 1 cup of sauce in 9 x 13-inch pan and add layer of uncooked lasagne."", ""Cover with 1 1/4 cups of sauce and 1/3 of cheese mix."", ""Continue with layer of lasagne, sauce and cheese mix."", ""Cover with aluminum foil; bake at 350\u00b0 for 55 to 60 minutes."", ""Let stand 15 minutes before cutting.""]",6
37370,37370,Pumpkin Roll,"[""3 eggs, beaten on high for 5 minutes"", ""1 c. sugar"", ""2/3 c. pumpkin"", ""1 tsp. lemon juice"", ""3/4 c. flour"", ""1 tsp. baking powder"", ""2 tsp. cinnamon"", ""1 tsp. ginger"", ""1/2 tsp. nutmeg"", ""1/2 tsp. salt""]","[""Fold sugar, pumpkin and lemon juice into egg mixture."", ""Mix remaining ingredients together, then fold into egg mixture."", ""Line a 15 1/2 x 10 1/2 x 1-inch cookie sheet or jelly roll pan (no larger) with wax paper or aluminum foil."", ""Pour pumpkin mixture in."", ""Bake at 375\u00b0 for 15 minutes."", ""Flip out onto towel with powdered sugar sprinkled."", ""Peel off wax paper or aluminum foil and roll widthwise. Cool, then unroll and add cream cheese mixture or ice cream. Re-roll and freeze.""]",6
37432,37432,Peixie A Lumbo (Shrimp And Fish Stew),"[""1 lb. medium shrimp, shelled and deveined"", ""1 1/2 lb. red snapper, cut in pieces"", ""salt to taste"", ""3 Tbsp. olive oil"", ""1 1/2 c. finely chopped onion"", ""1 c. finely chopped green pepper"", ""3 medium tomatoes, chopped finely"", ""2 tsp. ground coriander"", ""1/2 tsp. crushed red pepper"", ""1/2 c. coconut milk""]","[""Sprinkle fish with salt."", ""Heat oil in large skillet."", ""Saute onion and green pepper over medium heat until tender."", ""Add tomatoes and cook until most liquid is gone."", ""Stir often."", ""Remove from heat and add coriander and red pepper."", ""Arrange layer of half the fish, layer of shrimp, layer of vegetable mixture."", ""Repeat layers in Dutch oven."", ""Pour coconut milk over mixture and simmer for 5 minutes over medium heat."", ""Reduce heat to low and partly cover."", ""Simmer for 15 minutes or until seafood is done."", ""Serve over rice.""]",6
37514,37514,Quiche Stuffed Mushrooms,"[""2 lb. large mushrooms"", ""5 slices bacon"", ""6 Tbsp. butter"", ""2 Tbsp. minced onions"", ""2 eggs, lightly beaten"", ""1 c. heavy cream"", ""2 2/3 c. shredded Swiss cheese"", ""3/4 tsp. salt""]","[""Rinse mushrooms, pat dry and remove stems."", ""Chop stems (makes about 1 1/2 cups) and set aside."", ""In large skillet, saute bacon until crisp; drain on paper towel, crumble and set aside."", ""Pour bacon drippings from skillet."", ""In the same skillet, melt butter. Use about 4 tablespoons of melted butter to brush the outsides of the mushroom caps and place in large shallow 13 x 9 x 2-inch baking pan."", ""To the butter remaining, add onion and saute, then add mushroom stems and saute 2 minutes longer."", ""Remove from the heat. In bowl, combine eggs, cream, cheese and salt."", ""Stir in bacon and mushroom mixture."", ""Fill caps."", ""Bake at 350\u00b0 for 30 minutes.""]",6
38173,38173,Southwest Shepherd'S Pie,"[""8 oz. lean ground beef"", ""1/2 c. chopped onion"", ""2 c. packaged instant mashed potatoes"", ""2 c. water"", ""1/4 c. skim milk"", ""1 (16 oz.) can kidney beans, rinsed and drained"", ""1 (10 3/4 oz.) can low-fat condensed cream of tomato soup"", ""1 (12 oz.) can no-salt-added whole-kernel corn, drained"", ""1 (4 oz.) can chopped green chili peppers, drained"", ""1/4 c. water"", ""1 tsp. ground cumin"", ""1/4 tsp. salt"", ""1/8 tsp. black pepper"", ""1/4 c. shredded low-fat Cheddar cheese""]","[""Preheat oven to 375\u00b0."", ""In a large skillet over medium-high heat, cook ground beef and onion until meat is brown and onion is tender, about 5 minutes."", ""Meanwhile, prepare potatoes according to package directions, but use 2 cups water and 3/4 cup skim milk and omit butter or margarine and salt."", ""Place cooked meat mixture in a colander and rinse under hot water."", ""Drain well."", ""Wipe skillet with a paper towel."", ""Return meat mixture to skillet over medium heat."", ""Stir in remaining ingredients, except cheese, and heat through, about 7 minutes."", ""Transfer meat mixture to a 2-quart casserole."", ""Drop potato mixture in mounds on meat mixture or spread it over meat mixture."", ""Bake, uncovered, 25 to 30 minutes or until hot."", ""Sprinkle with cheese.""]",6
38278,38278,Delicious Rye Bread,"[""2 cakes yeast"", ""1/2 c. warm water"", ""1 tsp sugar"", ""1/2 c. honey"", ""1/2 c. brown sugar, firmly packed"", ""1/2 c. molasses or sorghum"", ""1/2 c. shortening"", ""4 c. warm water"", ""4 to 6 c. white flour"", ""2 tsp salt""]","[""Dissolve yeast in lukewarm water to which you have added the sugar."", ""Let stand till yeast is thoroughly dissolved."", ""Add syrup, honey, brown sugar, molasses, rye flour, shortening and salt together in large mixing bowl."", ""Add warm water and stir till well mixed."", ""Add enough white flour to make a soft dough."", ""Pour onto pastry sheet and knead till dough is still sticky when touched by hands."", ""Dough should not be to stiff."", ""Place in large mixing bowl and cover."", ""Let rise in warm place till double."", ""Place on pastry sheet and pinch of enough to make a round ball."", ""There should be enough for 5 or 6 balls."", ""Let stand for 10 minutes shape into loaves."", ""Place in a well greased pans and set in warm place to rise till doubled in bulk."", ""Bake at 350\u00b0 for 45 minutes."", ""Remove from pans and cool on cake racks."", ""This should make 5 or 6 loaves, depending on size of pans. 9 1/2 x 5 1/2 is about right."", ""This bread freezes well and makes delicious toast.""]",6
38356,38356,Crab Stuffed Potatoes,"[""4 medium Idaho potatoes, baked"", ""1 (6 1/2 oz.) can crabmeat or 1/2 lb. fresh crab"", ""1/2 lb. butter, melted with 1/2 c. milk"", ""4 tsp. grated onion"", ""1 c. sharp Cheddar cheese, grated"", ""1/2 tsp. paprika"", ""1 tsp. salt"", ""pepper to taste""]","[""Cut baked potatoes lengthwise."", ""Scoop out potatoes and save the skins."", ""Beat the potatoes with all ingredients, except crab and paprika."", ""Fold in crab meat."", ""Refill potato shells and sprinkle with paprika."", ""Heat about 15 to 20 minutes in a 350\u00b0 oven before serving."", ""Grated cheese may be sprinkled on top."", ""Very good.""]",6
38962,38962,Party Pizza,"[""1 pkg. Brown 'N Serve rolls (ripple top)"", ""1 jar Pizza Quick"", ""1 lb. sausage"", ""1 large onion, chopped"", ""3 cloves garlic"", ""1 bell pepper (optional)"", ""grated cheese""]","[""Chop fine the onions, pepper and garlic."", ""In saucepan, saute veggies in small amount of oil; add sausage."", ""Cook, mashing finely to separate."", ""Cook until done, drain off grease good and add Pizza Quick."", ""Mix well and cook 10 minutes."", ""Set aside."", ""Take rolls from package and slice into 4 or 5 slices each."", ""Place on cookie tin and put about 1/2 teaspoon pizza mixture on each slice."", ""Smooth to edge of bread."", ""Sprinkle with grated cheese."", ""After cookie tin is filled with pizzas, place in hot oven at 400\u00b0 or broiler to melt cheese."", ""Remove from oven and serve hot or cold.""]",6
39469,39469,Sun-Dried Tomato Dip,"[""1/2 c. sun-dried tomatoes (dry, not oil-packed)"", ""2 c. water"", ""10 medium garlic cloves, smashed and peeled"", ""1 1/2 tsp. dried oregano"", ""1 1/2 tsp. dried thyme"", ""3/4 c. olive oil"", ""1/4 c. vegetable oil""]","[""Combine tomatoes, water, garlic and herbs in a 13 x 9 x 2-inch glass or ceramic dish and cover tightly with microwave plastic wrap."", ""Cook at 100% in a high-wattage microwave oven for 8 minutes. Prick plastic to release steam."", ""Remove from oven and uncover; stir well."", ""Re-cover and cook for 8 minutes longer."", ""Prick plastic to release steam."", ""Remove from oven and uncover; stir well and allow to stand, stirring occasionally, until cool and most of liquid is absorbed."", ""Transfer to 1 1/2-quart dish; pour both oils over tomato mixture."", ""Cover tightly with plastic wrap; cook for 5 minutes more. Prick plastic; remove from oven and uncover."", ""Stir and leave until cool."", ""Transfer to food processor and puree until smooth, scraping down sides of bowl."", ""Serve at room temperature with thinly sliced Italian bread, crackers or cut up vegetables."", ""Will keep in refrigerator (tightly covered) for up to one month."", ""Makes approximately 3 cups.""]",6
39996,39996,Rouladen(A Beautiful Make Ahead For A Buffet; I Serve This At Christmas.)  ,"[""4 to 5 lb. \""eye of round\"" roast"", ""2 large sliced onions"", ""1/4 tsp. each: thyme and rosemary"", ""1/4 tsp. black pepper"", ""1 lb. carrots, julienne"", ""1 pkg. celery hearts, julienne"", ""1/2 c. soy sauce"", ""1 c. Italian dressing"", ""1 to 2 lb. mild sausage links"", ""1 (16 oz.) can tomato puree"", ""flour (for coating)"", ""oil (for sauteing)"", ""2 to 3 c. water or beef broth""]","[""Have meat cutter cut roast (across grain) into wafer thin slices."", ""Put meat and Italian dressing in Ziploc bag."", ""Marinate overnight, turning several times."", ""Remove meat; discard marinade. Flatten each slice of beef and place several pieces of carrot and celery on beef."", ""Roll up and secure with toothpick."", ""Place in Ziploc bag containing about 1/3 cup flour; shake to coat meat evenly."", ""Put sausage and meat roll-ups in a 300\u00b0 electric frypan or large Dutch oven."", ""Brown all meat, then add remaining ingredients."", ""Simmer for 2 to 3 hours."", ""Serve with noodles or potatoes.""]",6
40815,40815,Enchilada Casserole Con Crockpot,"[""2 small onions, chopped"", ""2 cloves of garlic"", ""6 boneless, skinless chicken breast, cooked and chopped"", ""1 pkg. taco seasoning mix"", ""2 tsp. cumin"", ""1 (28 oz.) can green enchilada sauce"", ""12 corn tortillas"", ""12 oz. low fat Cheddar cheese""]","[""In a skillet, saute 1/2 onion in about a tablespoon of oil. Cook for 2 minutes and add garlic.\tCook 2 minutes more and add chicken, taco mix, and cumin."", ""Mix well, set aside."", ""In a blender, add the rest of the onion and the can of enchilada sauce."", ""Blend until fully mix. In Crock Pot-insert, pour about 1/2 cup sauce on the bottom of the pan and begin building casserole."", ""Start with sauce, then put on tortilla, then a layer of chicken mixture, then a layer cheese. Repeat this pattern until finished."", ""Pour the rest of the sauce evenly over the top and sprinkle a little cheese on the top just before serving."", ""A Great dish if you are busy all day."", ""If you don't have a Crock Pot, you can cook this in a dish. Follow the same procedure except cook in the oven at 350\u00b0 until bubbling and casserole is completely hot."", ""Hope you enjoy, we have!""]",6
41387,41387,New Zealand Panlova,"[""4 egg whites"", ""2 Tbsp. cold water"", ""pinch of salt"", ""1 c. sugar"", ""2 tsp. cornstarch"", ""1 tsp. vanilla""]","[""Beat egg whites, water and salt until stiff."", ""Add 3/4 cup of sugar and beat again."", ""Into remaining 1/4 cup of sugar add cornstarch."", ""Add this to egg mixture and beat some more."", ""Keep beating until mixture looks marshmallowy, then add vanilla and beat into mixture."", ""Spray Pam on baking sheet."", ""Cut a piece of waxed paper to fit and place in baking sheet."", ""Spray waxed paper with Pam."", ""Pour egg white mixture on the waxed paper."", ""Put in oven at ???\u00b0 for 5 minutes."", ""Reduce heat to ???\u00b0 and bake for 1 hour."", ""Do not open oven door."", ""Turn off heat and allow to set for 1/2 hour.""]",6
41610,41610,Chicken With Walnuts,"[""1 1/2 lb. chicken breasts (skinless and boneless)"", ""3 Tbsp. soy sauce"", ""2 tsp. cornstarch"", ""2 Tbsp. dry sherry"", ""1 tsp. grated ginger root"", ""1 tsp. sugar"", ""1/2 tsp. salt"", ""1/2 tsp. crushed red pepper"", ""2 Tbsp. cooking oil"", ""2 medium green peppers, cut into 3/4-inch pieces"", ""4 green onions, bias-sliced into 1-inch lengths"", ""1 c. walnut halves"", ""hot cooked rice""]","[""Cut chicken into 1-inch pieces; set aside."", ""In small bowl, stir soy sauce into cornstarch; stir in dry sherry, ginger root, sugar, salt and red pepper."", ""Set aside."", ""Preheat a wok over high heat."", ""Add oil; stir-fry green peppers and onions in hot oil for 2 minutes, or until crisp-tender."", ""Remove from wok."", ""Add half of the chicken to hot oil (add more oil, if necessary); stir-fry 2 minutes."", ""Remove from wok."", ""Stir-fry remaining chicken for 2 minutes."", ""Return all chicken to wok."", ""Stir in soy mixture."", ""Cook until thickened and bubbly."", ""Stir in vegetables and walnuts. Cover and cook 1 minute more."", ""Serve chicken and vegetables at once."", ""Serve with hot cooked rice."", ""Makes 4 to 6 servings.""]",6
42053,42053,Chicken Cordon Bleu,"[""4 boned, skinned chicken breasts, cut in half"", ""4 thin slices boiled ham"", ""4 pieces Swiss cheese"", ""2 Tbsp. flour"", ""3 Tbsp. butter or oleo, divided"", ""1/4 lb. mushrooms"", ""1/2 medium onion"", ""3/4 c. water"", ""1 Tbsp. chicken bouillon or 1 cube"", ""1 Tbsp. parsley"", ""1 tsp. chives"", ""1/4 c. heavy cream""]","[""Pound breasts thin."", ""Salt and pepper chicken."", ""First put chicken, slice of ham and cheese."", ""Roll up in jelly roll fashion. Secure with toothpicks."", ""After all are rolled, flour chicken. Melt 2 tablespoons butter over medium heat."", ""Brown on all four sides, about 4 minutes."", ""Remove chicken; melt remaining butter. Add mushrooms and onion."", ""Saute until tender."", ""Then add water and bouillon, parsley and chives."", ""Bring to boil."", ""Return chicken to sauce."", ""Cook in oven 1 hour or until tender."", ""Remove chicken."", ""Add cream."", ""Simmer several minutes until thickened.""]",6
42239,42239,Hamburger Noodle Bake,"[""1 lb. ground beef"", ""2 cloves garlic"", ""6 green onions"", ""1 pkg. (8 oz.) noodles"", ""1 c. sour cream"", ""2 Tbsp. butter"", ""1 Tbsp. salt"", ""dash of pepper"", ""2 cans tomato sauce (8 oz.)"", ""1 (3 oz.) pkg. cream cheese"", ""1/2 c. grated Cheddar cheese""]","[""Melt butter in skillet."", ""Toss in meat."", ""Crush garlic and mix meat, salt, pepper and tomato sauce."", ""Cover and cook slowly 15 to 20 minutes."", ""Cook and drain noodles."", ""Chop onions and mix with cream cheese and sour cream."", ""In large casserole, put 1/3 noodles in bottom."", ""Spread 1/3 scallion mix over noodles with 1/2 meat sauce."", ""Repeat layers twice."", ""Sprinkle Cheddar cheese over."", ""Bake at 350\u00b0 for 25 minutes."", ""Serves 6.""]",6
42272,42272,Chicken Imperial,"[""4 large whole chicken breasts, halved, skinned and boned"", ""all-purpose flour"", ""1/2 c. margarine"", ""2 Tbsp. water"", ""1 lb. small mushrooms, quartered"", ""1 Tbsp. minced onion"", ""1 c. heavy cream"", ""1 1/2 tsp. salt"", ""1/2 tsp. pepper""]","[""On waxed paper, coat chicken breasts with 1/4 cup flour."", ""In 12-inch skillet over medium heat in hot margarine, cook chicken, a few pieces at a time, until lightly browned on all sides."", ""Set aside."", ""In drippings in skillet over medium heat, cook mushrooms and onion 5 minutes, stirring frequently."", ""Stir in cream, salt and pepper; stir to blend well."", ""Return chicken to skillet."", ""Reduce heat to low; cover skillet and simmer 20 minutes or until chicken is fork-tender."", ""Remove chicken."", ""In cup, blend 1 tablespoon flour with water."", ""Gradually add to pan liquid, stirring constantly. Stir until mixture thickens."", ""Spoon over chicken.""]",6
42345,42345,Egg Balls,"[""4 hard-cooked eggs, peeled"", ""1/4 c. butter or margarine, softened"", ""1/2 tsp. salt"", ""few grains Cayenne pepper"", ""1/2 tsp. Worcestershire sauce"", ""1/8 tsp. celery seed"", ""1/2 c. packaged fine bread crumbs"", ""2 Tbsp. butter or margarine""]","[""With the back of a wooden spoon, press eggs through a strainer into a small bowl; add the 1/4 cup butter and mix well."", ""Stir salt, Cayenne, Worcestershire and celery seed into egg mixture."", ""Shape egg mixture into 3/4-inch balls and chill in the refrigerator 1 hour."", ""While egg mixture is chilling, prepare bread crumbs."", ""Heat oven to 375\u00b0."", ""Place bread crumbs and the 2 tablespoons butter in a pie plate or shallow pan; place in oven and bake 15 minutes, stirring occasionally, until crumbs are lightly browned."", ""Remove plate from oven and cool."", ""Roll egg balls in the prepared bread crumbs to coat thoroughly."", ""Makes 16 to 18 balls.""]",6
42432,42432,Forget 'Em Cookies,"[""2 egg whites"", ""dash of salt"", ""3/4 c. sugar"", ""1 tsp. vanilla extract"", ""1 (6 oz.) pkg. semi-sweet chocolate morsels"", ""1 c. chopped pecans""]","[""Preheat oven to 350\u00b0."", ""Beat egg whites (at room temperature) at high speed of an electric mixer until foamy; add salt. Gradually add sugar, 1 tablespoon at a time, beating until stiff peaks form."", ""Fold in vanilla, chocolate morsels and pecans into beaten egg whites."", ""Drop by teaspoonfuls onto aluminum foil-lined cookie sheets."", ""Place in oven and immediately turn off heat."", ""Do not open oven door for at least 8 hours."", ""Carefully remove from aluminum foil."", ""Yields about 3 dozen.""]",6
42433,42433,Stuffed Bacon Rolls,"[""12 slices bacon"", ""1 medium onion, chopped"", ""2 cloves garlic, minced"", ""1 egg"", ""1/2 c. tomato sauce"", ""3/4 c. soft breadcrumbs"", ""1 (4 oz.) can sliced mushrooms, drained"", ""2 Tbsp. snipped parsley"", ""1 lb. ground beef"", ""1/4 tsp. salt"", ""1/8 tsp. pepper""]","[""Partially cook bacon."", ""Drain; reserve 2 tablespoons drippings. Set bacon aside."", ""Cook onion and garlic in drippings until tender, but not browned."", ""In bowl, combine egg and tomato sauce; stir in breadcrumbs, mushrooms and onion."", ""Mix parsley, 1/4 teaspoon salt and 1/8 teaspoon pepper."", ""Add meat; mix well."", ""Divide into 4 parts. Place 2 strips bacon side by side on waxed paper."", ""Cut slice in half crosswise."", ""Place 2 1/2 slices at one end of bacon slices, overlapping slightly."", ""Pat 1/4 of meat mixture evenly over bacon; roll up jellyroll style, starting at narrow end."", ""Place rolls, seam side down, on rack in 12 x 7 x 2-inch baking dish."", ""Repeat with remaining bacon and meat."", ""Bake in oven about 40 minutes for medium doneness.""]",6
42499,42499,Squash Fritters,"[""3 small or medium yellow squash"", ""1/2 small onion"", ""1/2 tsp. salt"", ""black pepper to taste"", ""1/2 c. flour (self-rising) or 1/2 c. all-purpose flour and 1 tsp. baking powder"", ""1 egg"", ""cooking oil""]","[""Grate squash and onion (I cut up the onion)."", ""Place in mixing bowl."", ""Add to this the egg, salt, pepper and flour; mix well."", ""In a thick boiler (I use Club aluminum), put in enough cooking oil to be about 3/4 to 7/8-inch deep."", ""The oil should get hot."", ""When it is hot, use small spoon and drop small amounts of the ingredients in."", ""Usually it takes about 6 or 7 fritters."", ""When these are brown, turn over to brown the other side."", ""Take out of oil; place on paper toweling to get rid of excess oil."", ""Begin the cooking process over until all the mixture is used."", ""Serve hot.""]",6
42666,42666,Cherry Yum Yum,"[""3/4 c. sugar"", ""2 pkg. Dream Whip"", ""1 c. cold milk"", ""1 1/2 sticks butter"", ""2 cans cherry pie filling"", ""1 (8 oz.) pkg. cream cheese"", ""3 c. graham cracker crumbs""]","[""Melt butter and mix with graham cracker crumbs."", ""Cover bottom of pan with 1/2 of this mixture; meanwhile, have Dream Whip and milk mixing."", ""When whipped, add sugar and then cream cheese."", ""Mix well."", ""Pour 1/2 mixture over crumbs; then spoon both cans of cherry pie filling over cream."", ""Top cherries with remaining half of whipped cream mixture."", ""Then sprinkle remaining half of crumbs over pie for topping."", ""(Strawberries, peaches, blueberries or pineapple can be substituted for fruit filling.)""]",6
43573,43573,Cherry Yum-Yum,"[""1 pkg. Dream Whip"", ""8 oz. cream cheese"", ""1 can cherry pie filling"", ""1 1/2 c. graham cracker crumbs"", ""1 stick butter""]","[""In one bowl mix Dream Whip by package until it peaks."", ""Add cream cheese and mix well."", ""In second bowl, melt butter and pour in graham cracker crumbs."", ""Take 1/2 of mixture and make crust in bottom of casserole dish (9 x 12-inch)."", ""Then take 1/2 of Dream Whip mixture and layer over crumbs."", ""Add pie filling, the last of Dream Whip mixture, then on the top the last of the graham cracker crumbs."", ""Chill and serve.""]",6
43816,43816,Vera'S Saucy Dish,"[""4 c. chopped green pepper"", ""1 large and 1 medium onion, chopped"", ""1 lb. ground beef"", ""2 small cans tomato paste"", ""1 large can crushed tomatoes (28 oz.)"", ""1 large can whole tomatoes (28 oz.), broken up"", ""1 c. grated Parmesan cheese"", ""1 1/2 tsp. garlic powder"", ""1 tsp. sugar"", ""1 1/2 tsp. salt"", ""1 1/2 tsp. onion powder"", ""1 lb. cooked pasta""]","[""Place green pepper and onion in a large skillet."", ""Add enough water to cover vegetables."", ""Cook over medium-high heat until tender, 15 to 20 minutes."", ""Add beef to skillet; add more water if necessary."", ""Cook beef until done, breaking into smaller pieces as you stir."", ""Drain."", ""Add tomato paste, whole tomatoes (including liquid from can) and crushed tomatoes."", ""Reduce heat, stirring occasionally."", ""Add Parmesan cheese and all seasonings."", ""Simmer, over low-medium heat, for about 30 minutes."", ""Pour sauce into hot cooked pasta."", ""Stir to mix well."", ""Serve with additional grated Parmesan cheese."", ""Makes 16 to 18 cups.""]",6
43964,43964,Pizza Puff,"[""1 lb. ground beef"", ""2 to 3 Tbsp. oil"", ""1 large onion, chopped"", ""1 green pepper, chopped"", ""1 clove garlic, minced or pressed"", ""1 jar (15 oz.) spaghetti sauce"", ""3/4 tsp. Italian seasoning or 1/4 tsp. each basil, oregano and thyme"", ""1/4 tsp. each basil, oregano and thyme"", ""2 c. shredded Cheddar, Monterey Jack or Mozzarella cheese"", ""2 eggs"", ""1 c. milk"", ""1 c. flour"", ""1/2 tsp. salt"", ""3 tsp. grated Parmesan cheese""]","[""In skillet cook meat on medium-high heat until browned, adding oil as needed."", ""Drain off all but 2 teaspoons fat."", ""Add vegetables, saute until limp."", ""Add sauce and seasonings."", ""Simmer uncovered for 5 minutes."", ""Spread meat mix in bottom of 9 x 13-inch baking dish/pan."", ""Sprinkle cheese evenly over meat."", ""In blender add eggs, milk, flour, 1 tablespoon oil and salt."", ""Blend, pour over cheese. Sprinkle with Parmesan."", ""Bake in preheated oven at 400\u00b0 until browned and puffy, about 30 minutes.""]",6
